Time,env_temperature_(°C),env_humidity_(%),pressure_(hPa),soil_moisture_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),ir_(raw),current_(mA),voltage_(V),power_(W),label_1,label_2,label_3
2026-09-13 16:46:26,32.92,100.0,744.2,94.63,32.42,38.22,157285.8,84036.0,264.2,20.97,5.54,OK: 0.91,ANOMALY_DETECTED: 0.03,WATER: 0.03
2026-09-13 18:18:39,32.92,100.0,744.2,93.32,31.17,46.05,157285.8,59933.0,212.52,20.94,4.45,ANOMALY_DETECTED: 0.93,OK: 0.06,NIGHT_OK: 0.01
2026-09-13 18:46:57,32.92,100.0,744.2,93.88,29.72,52.55,113818.8,49052.0,170.12,20.89,3.55,ANOMALY_DETECTED: 0.94,OK: 0.04,NIGHT_OK: 0.02
2026-09-13 19:34:12,32.05,47.94,1021.03,96.48,28.0,58.24,10118.4,3276.0,1.6,19.96,0.03,LOW_LIGHT: 0.66,OK: 0.26,ANOMALY_DETECTED: 0.02
2026-09-13 19:54:17,31.21,51.76,1021.12,96.36,27.27,61.19,3483.6,1265.0,2.2,15.29,0.03,LOW_LIGHT: 0.81,ANOMALY_DETECTED: 0.10,NOT_ABLE_TO_VENTILATE: 0.04
2026-09-13 20:14:21,30.55,53.65,1021.24,96.02,26.73,64.03,423.6,188.0,1.0,4.65,0.01,LOW_LIGHT: 0.92,NIGHT_OK: 0.05,EXCESS_WATER: 0.01
2026-09-13 20:34:25,29.94,55.66,1021.38,95.66,26.31,66.92,7.8,6.0,-0.48,1.41,-0.0,NIGHT_OK: 0.95,LOW_LIGHT: 0.01,NOT_ABLE_TO_VENTILATE: 0.01
2026-09-13 20:54:31,29.44,56.41,1021.56,95.93,26.03,67.87,0.0,0.0,-0.4,0.36,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.01,LOW_LIGHT: 0.01
2026-09-13 21:14:35,29.06,56.58,1021.74,95.99,25.66,69.03,0.0,0.0,-0.08,0.33,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.01,LOW_LIGHT: 0.01
2026-09-13 21:34:38,28.72,57.02,1021.92,95.49,25.52,69.45,0.0,0.0,-0.48,0.33,-0.0,NIGHT_OK: 0.95,LOW_LIGHT: 0.01,NOT_ABLE_TO_WATER: 0.01
2026-09-13 21:54:42,28.38,57.13,1022.06,95.26,25.36,69.31,0.0,0.0,-0.2,0.34,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_LIGHT: 0.01
2026-09-13 22:14:45,28.05,58.39,1022.12,95.31,25.25,69.47,0.0,0.0,-0.08,0.34,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_LIGHT: 0.01
2026-09-13 22:34:50,27.61,60.86,1022.16,95.83,24.9,71.17,0.0,0.0,-0.48,0.34,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_LIGHT: 0.01
2026-09-13 22:54:53,27.27,60.77,1022.28,95.98,24.4,72.42,0.0,0.0,-0.28,0.34,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_LIGHT: 0.01
2026-09-13 23:14:57,26.92,61.67,1022.41,95.9,24.23,73.27,0.0,0.0,-0.4,0.34,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_LIGHT: 0.01
2026-09-13 23:35:00,26.63,61.99,1022.55,95.73,24.05,73.38,0.0,0.0,-0.2,0.35,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_LIGHT: 0.01
2026-09-13 23:55:03,26.37,62.37,1022.64,95.91,23.84,74.18,0.0,0.0,-0.08,0.35,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_LIGHT: 0.01
2026-09-14 00:15:07,26.11,63.16,1022.67,95.88,23.65,75.1,0.0,0.0,-0.2,0.35,-0.0,NIGHT_OK: 0.97,NOT_ABLE_TO_WATER: 0.01,LOW_LIGHT: 0.01
