date_time,env_temperature_(°C),env_humidity_(%),pressure_(hPa),soil_moisture_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),ir_(raw),current_(mA),voltage_(V),power_(W)
6/09/2026 18:37:53,"35,91","48,28","1018,97","96,17","32,38","59,09","59242,2",21975,"27,6","20,77","0,57"
6/09/2026 18:57:57,"35,19","52,36","1018,98","96,66","31,31","64,07","33835,2",12836,"1,72","20,61","0,04"
6/09/2026 19:18:00,"34,44","55,97","1019,04","96,75","30,66","66,32","44469,6",22074,"43,2","20,75","0,9"
6/09/2026 19:38:05,"33,7","58,22","1019,04","96,81","30,12","69,02","13525,8",5562,"32,4","15,3","0,5"
6/09/2026 19:58:09,"33,11","57,76","1019,09","96,86","29,71","70,15","4952,4",2290,"8,32","15,29","0,13"
6/09/2026 20:18:12,"32,57","59,14","1019,14","96,98","29,26","70,6",666,227,"1,72","4,65","0,01"
6/09/2026 20:38:16,"32,01","60,84","1019,21","97,15","28,83","71,89","24,6",9,"-0,08","2,74",0
6/09/2026 20:58:19,"31,53","62,19","1019,32","97,2","28,43","73,97","0,6",0,"-0,48","0,38",0
6/09/2026 21:18:22,"31,15","62,41","1019,47","97,24","28,21","75,25",0,0,"-0,6","0,32",0
6/09/2026 21:38:25,"30,83","62,62","1019,66","97,24","28,09","75,56",0,0,"-0,08","0,31",0
6/09/2026 21:58:29,"30,55","62,97","1019,87","97,36",28,"75,23",0,0,"-0,4","0,31",0
6/09/2026 22:18:32,"30,32","63,22","1020,01","97,32","27,82","76,01",0,0,"-0,2","0,32",0
6/09/2026 22:38:36,"30,12","63,7","1020,11","97,5","27,66","76,45",0,0,"-0,28","0,32",0
6/09/2026 22:58:40,"29,89","64,67","1020,19","97,48","27,48","77,29",0,0,"-0,28","0,32",0
6/09/2026 23:18:43,"29,52","67,26","1020,26","97,6","26,93","78,7",0,0,"-0,08","0,33",0
6/09/2026 23:38:47,"29,19","67,09","1020,31","97,61","26,68","78,7",0,0,"-0,28","0,33",0
6/09/2026 23:58:50,"28,91","64,22","1020,34","97,74","26,39","76,19",0,0,"-0,2","0,33",0
7/09/2026 0:18:53,"28,57","64,7","1020,37","97,76","26,13","76,14",0,0,"-0,28","0,33",0
7/09/2026 0:38:57,"28,23","63,67","1020,42","97,89","25,8","75,14",0,0,"-0,48","0,33",0
7/09/2026 0:59:01,"27,97","62,44","1020,46","97,86","25,56","74,38",0,0,"-0,48","0,33",0
7/09/2026 1:19:04,"27,62","64,98","1020,51","98,09","25,19","76,03",0,0,"-0,28","0,34",0
7/09/2026 1:39:08,"27,27","66,12","1020,5","98,01","24,9","76,43",0,0,"-0,48","0,34",0
7/09/2026 1:59:11,"26,95","66,24","1020,48","98,22","24,73","76,92",0,0,"-0,4","0,34",0
7/09/2026 2:19:15,"26,7","65,63","1020,46","98,25","24,3","77,28",0,0,"-0,28","0,34",0
7/09/2026 2:39:18,"26,43","65,86","1020,46","98,3","24,22","77,35",0,0,"-0,28","0,34",0
7/09/2026 2:59:21,"26,22","65,68","1020,5","98,26","24,09","76,96",0,0,"-0,2","0,34",0
7/09/2026 3:19:25,"26,04","64,67","1020,53","98,35","24,04","76,1",0,0,"-0,48","0,35",0
7/09/2026 3:39:28,"25,73","63,78","1020,58","98,47","23,63","74,25",0,0,"-0,4","0,35",0
7/09/2026 3:59:32,"25,58","63,07","1020,64","98,33","23,6","74,84",0,0,0,"0,35",0
7/09/2026 4:19:35,"25,41","62,47","1020,74","98,43","23,54","73,41",0,0,"-0,48","0,35",0
7/09/2026 4:39:39,"25,31","60,53","1020,82","98,37","23,54","71,26",0,0,"-0,28","0,35",0
7/09/2026 4:59:43,"25,18","60,22","1020,84","98,49","23,39","71,18",0,0,"-0,28","0,35",0
7/09/2026 5:19:47,"25,03","61,13","1020,9","98,52","23,2","71,9",0,0,"-0,28","0,35",0
7/09/2026 5:39:50,"24,88","61,06","1020,93","98,47","23,06","71,8",0,0,"-0,4","0,35",0
7/09/2026 5:59:54,"24,73","63,95","1020,99","98,55","23,02","74,23",0,0,"-0,4","0,35",0
7/09/2026 6:19:57,"24,57",64,"1021,01","98,64","22,88","73,86",0,0,"-0,4","0,36",0
7/09/2026 6:40:01,"24,47","64,41","1021,05","98,57","22,75","74,93",0,0,"-0,68","0,39",0
7/09/2026 7:00:05,"24,31","63,67","1021,11","98,58","22,75","73,21","9,6",3,"-0,2","1,4",0
7/09/2026 7:20:08,"24,23","62,63","1021,21","98,54","22,68","72,54",501,131,"0,8","4,14",0
7/09/2026 7:40:11,"24,15","62,92","1021,32","98,59","22,61","73,68","2992,8",538,"4,6","11,03","0,05"
7/09/2026 8:00:16,"24,13","62,34","1021,47","98,55","22,68","73,25","6406,2",1053,"6,4","15,25","0,1"
7/09/2026 8:20:20,"24,09","62,43","1021,62","98,55","22,75","72,34","9190,2",1457,"11,4","15,26","0,17"
7/09/2026 8:40:26,"24,18","59,91","1021,78","98,48","22,99","70,42",11196,1756,"15,52","15,26","0,24"
7/09/2026 9:00:29,"24,25","57,99","1021,91","98,45","23,23","67,45","12558,6",1979,"18,32","15,26","0,28"
7/09/2026 9:20:33,"24,46","55,03","1021,99","98,38","23,68","65,3","13746,6",2301,"21,12","15,26","0,32"
7/09/2026 9:40:37,"24,87","52,54","1022,07","98,25","24,43","63,28","15198,6",3013,"26,32","15,26","0,4"
7/09/2026 10:00:40,"25,46","50,04","1022,11","98,07","25,29","60,88","16469,4",3586,30,"15,26","0,46"
7/09/2026 10:20:44,"26,22","47,38","1022,17","97,85","26,14","59,46","29769,6",13778,"38,6","15,27","0,59"
7/09/2026 10:40:50,"27,2","46,3","1022,2","97,66","27,23","59,1",43218,21504,"12,6","20,68","0,26"
7/09/2026 11:00:54,"28,31","43,37","1022,25","97,54","28,12","57,81","59307,6",28536,"57,32","20,71","1,19"
7/09/2026 11:20:57,"29,66","36,8","1022,28","97,18","29,29","51,77","76726,8",33365,"89,52","20,74","1,86"
7/09/2026 11:41:01,"30,92","37,42","1022,3","97,07","29,89","53,46","93868,8",39426,"117,8","20,76","2,45"
7/09/2026 12:01:05,"31,88","37,13","1022,3","96,98","30,32","52,31","112216,2",46909,"146,4","20,78","3,04"
7/09/2026 12:21:09,"32,79","38,27","1022,33","96,75","30,73","54,33","134935,2",54119,"173,52","20,8","3,61"
7/09/2026 12:41:13,"33,76","37,47","1022,33","96,72","31,07","55,24","152567,41",59926,"190,6","20,82","3,97"
7/09/2026 13:01:17,"34,5","36,96","1022,3","96,56","31,38","54,06","157285,8",61912,"203,72","20,84","4,25"
7/09/2026 13:21:20,"35,18","37,78","1022,2","96,35","31,73","55,31","157285,8",67385,"205,4","20,84","4,28"
7/09/2026 13:41:24,"35,86","36,11","1022,08","96,13","32,1","54,94","157285,8",73210,"219,12","20,85","4,57"
7/09/2026 14:01:27,"36,5","34,18","1021,96","95,87","32,32","51,97","157285,8",72021,"215,2","20,86","4,49"
7/09/2026 14:21:31,"36,84","35,75","1021,83","95,9","32,62","51,55","157285,8",77941,"231,12","20,88","4,82"
7/09/2026 14:41:34,"37,31","35,25","1021,71","95,59","33,07","51,35","157285,8",81755,"211,92","20,87","4,42"
7/09/2026 15:01:38,"37,61","36,71","1021,57","94,99","33,68","53,16","157285,8",87000,"212,4","20,88","4,43"
7/09/2026 15:21:42,"37,8","33,13","1021,41","94,97","35,55","45,38","157285,8",92774,220,"20,88","4,59"
7/09/2026 15:41:45,"38,05","33,01","1021,22","95,27","36,04","44,59","157285,8",81035,"211,4","20,89","4,42"
7/09/2026 16:01:49,"38,09","34,23","1021,01","95,34","35,88","43,61","157285,8",81204,"212,8","20,89","4,45"
7/09/2026 16:21:52,"38,02","34,85","1020,8","95,7","35,12","44,71","157285,8",87077,212,"20,9","4,43"
7/09/2026 16:25:01,"37,96","35,08","1020,62","95,99",35,"45,77","157285,8",87661,"214,2","20,88","4,47"
7/09/2026 16:41:57,"38,01","33,34","1020,47","95,47","35,53","44,24","157285,8",86038,"208,72","20,9","4,36"
7/09/2026 17:02:02,"37,75","34,13","1020,3","94,87","35,53","43,39","157285,8",80709,"213,52","20,9","4,46"
7/09/2026 17:22:05,"37,6","33,91","1020,13","94,9","36,01","41,29","157285,8",76745,"203,8","20,9","4,26"
7/09/2026 17:42:12,"37,53","31,36","1019,98","95,19","36,35","39,64","157285,8",75754,193,"20,9","4,03"
7/09/2026 18:02:15,"37,34","32,11","1019,79","95,15","36,65","37,83","157285,8",65638,"179,2","20,88","3,74"
7/09/2026 18:22:19,"37,16","32,11","1019,61","95,36","34,9","40,24","157285,8",57231,"167,12","20,87","3,49"
7/09/2026 18:42:22,"36,88","33,18","1019,44","95,34","33,72","41,89","127105,8",52120,"148,8","20,85","3,1"
7/09/2026 19:02:26,"36,25","42,35","1019,32","96,3","32,57","51,54","94533,6",42888,"120,12","20,82","2,5"
7/09/2026 19:22:30,"35,5","48,17","1019,24","96,21","31,48","58,52","60009,6",33404,75,"20,78","1,56"
7/09/2026 19:42:33,"34,49","54,67","1019,22","96,47","30,29","63,94",21627,14926,"37,32","15,3","0,57"
7/09/2026 20:02:36,"33,5","58,38","1019,18","96,72","29,29","68,21","3583,8",1516,"3,12","15,28","0,05"
7/09/2026 20:22:40,"32,58","61,92","1019,16","96,85","28,54","71,76",498,180,"1,12","4,64","0,01"
7/09/2026 20:43:15,"31,8","64,03","1019,17","96,94","28,03","74,86","9,6",7,"-0,48","1,58",0
7/09/2026 21:03:18,"31,1","66,25","1019,2",97,"27,65","77,12",0,0,"-0,28","0,34",0
7/09/2026 21:23:22,"30,54","67,12","1019,28","97,06","27,34","78,62",0,0,"-0,28","0,32",0
7/09/2026 21:43:25,"30,09","68,14","1019,37","97,16","27,09","80,18",0,0,0,"0,32",0
7/09/2026 22:03:28,"29,68","69,48","1019,48","97,28","26,94","81,56",0,0,"-0,08","0,32",0
7/09/2026 22:23:32,"29,38","69,67","1019,58","97,11","26,78","82,58",0,0,"-0,28","0,33",0
7/09/2026 22:43:35,"29,15","69,48","1019,65","97,16","26,72","82,77",0,0,"-0,08","0,32",0
7/09/2026 23:03:38,"28,83","68,82","1019,72","97,27","26,53","79,92",0,0,"-0,4","0,33",0
7/09/2026 23:23:43,"28,39","62,22","1019,72","97,53","25,69","73,12",0,0,"-0,48","0,34",0
7/09/2026 23:43:47,"28,04","61,47","1019,69","97,44","25,49","73,39",0,0,"-0,2","0,34",0
8/09/2026 0:03:50,"27,65","58,33","1019,65","97,59","25,08","68,03",0,0,"-0,28","0,34",0
8/09/2026 0:23:54,"27,36","57,3","1019,59","97,66","24,98","67,94",0,0,"-0,28","0,34",0
8/09/2026 0:43:57,"27,06","56,72","1019,55","97,71","24,67","67,56",0,0,"-0,4","0,34",0
8/09/2026 1:04:00,"26,87","56,46","1019,5","97,82","24,6","67,52",0,0,0,"0,34",0
8/09/2026 1:24:03,"26,52","57,24","1019,46","97,9","24,08","67,5",0,0,"-0,28","0,35",0
8/09/2026 1:44:07,"26,2","57,48","1019,39","98,01","23,78","67,59",0,0,"-0,2","0,35",0
8/09/2026 2:04:18,"25,99","57,96","1019,29","98,05","23,75","68,64",0,0,"-0,28","0,35",0
8/09/2026 2:24:21,"25,84","58,08","1019,2","97,92","23,89","68,79",0,0,"-0,28","0,35",0
8/09/2026 2:44:25,"25,72","57,98","1019,1","97,98","23,92","68,28",0,0,"-0,4","0,34",0
8/09/2026 3:04:28,"25,61","59,35","1018,97","98,04","23,78",70,0,0,"-0,08","0,35",0
8/09/2026 3:24:31,"25,42","59,74","1018,83","98,01","23,65","69,53",0,0,"-0,2","0,35",0
8/09/2026 3:44:36,"25,26","59,56","1018,73","97,99","23,5","69,76",0,0,"-0,28","0,35",0
8/09/2026 4:04:39,"25,03","62,24","1018,64","98,07","23,09","72,06",0,0,"-0,08","0,36",0
8/09/2026 4:24:42,"24,89","61,99","1018,54","98,12","23,07","72,55",0,0,"-0,2","0,36",0
8/09/2026 4:44:46,"24,73","62,72","1018,42","98,15","22,95","72,88",0,0,"-0,28","0,36",0
8/09/2026 5:04:50,"24,6","63,28","1018,3","98,24","22,79","73,97",0,0,"-0,2","0,35",0
8/09/2026 5:24:54,"24,38","66,05","1018,19","98,28","22,61","76,01",0,0,"-0,08","0,36",0
8/09/2026 5:44:58,"24,22","66,32","1018,08","98,2","22,48","76,75",0,0,"-0,28","0,36",0
8/09/2026 6:05:01,"24,03","66,78","1017,96","98,24","22,37","77,02",0,0,"-0,2","0,36",0
8/09/2026 6:25:06,"23,9","66,35","1017,84","98,31","22,34","76,37",0,0,"-0,2","0,36",0
8/09/2026 6:45:10,"23,84","65,46","1017,74","98,22","22,51","75,54",0,0,"-0,28","0,42",0
8/09/2026 7:05:13,"23,85","64,6","1017,68","98,23","22,5","75,32","27,6",13,"-0,08","3,28",0
8/09/2026 7:25:16,"23,78","64,67","1017,61","98,22","22,55","74,71","809,4",163,"1,72","4,64","0,01"
8/09/2026 7:45:20,"23,74","63,85","1017,57","98,24","22,5","73,64",3405,679,"6,2","11,03","0,07"
8/09/2026 8:05:29,"23,77","62,75","1017,55","98,25","22,58","72,75","7097,4",1401,"8,52","15,25","0,13"
8/09/2026 8:25:33,"23,84","60,4","1017,56","98,17","22,79","70,64","10431,6",1983,15,"15,26","0,23"
8/09/2026 8:45:37,"23,97","58,72","1017,56","98,11","23,06","68,44","12866,4",2401,"20,12","15,26","0,31"
8/09/2026 9:05:41,"24,19","58,07","1017,57",98,"23,44","67,99",14751,2758,24,"15,26","0,37"
8/09/2026 9:25:44,"24,51","57,36","1017,54","97,84","23,94","67,74",16602,3321,"28,4","15,27","0,43"
8/09/2026 9:45:48,"24,96","55,91","1017,48","97,74","24,62","66,7","18400,2",4045,"33,92","15,26","0,52"
8/09/2026 10:05:53,"25,54","54,54","1017,42","97,55","25,56","65,21","20072,4",4788,"38,32","15,27","0,59"
8/09/2026 10:25:57,"26,33","53,23","1017,33","97,27","26,46","65,31","34003,2",15299,"47,8","15,28","0,73"
8/09/2026 10:46:00,"27,32","55,79","1017,25","97,04","27,21","70,8","47694,6",22056,"23,12","20,69","0,48"
8/09/2026 11:06:03,"28,28","53,89","1017,16","96,85","27,85","69,25","63581,4",28960,"65,2","20,72","1,35"
8/09/2026 11:26:07,"29,41","49,09","1017,07","96,63","28,79","65,79","80260,2",32934,"95,52","20,74","1,98"
8/09/2026 11:46:11,"30,6","46,12","1016,94","96,33","29,92","62,1","96643,8",38874,123,"20,76","2,55"
8/09/2026 12:06:15,"31,6","46,84","1016,8","96,2","30,66","62,5","117500,4",46850,"152,2","20,78","3,16"
8/09/2026 12:26:18,"32,44","47,36","1016,64","96,19","31,01","63,61","137821,8",54025,"179,8","20,81","3,74"
8/09/2026 12:46:22,"33,23","46,51","1016,43","96,16","31,6","62,34","157285,8",60363,"199,52","20,82","4,15"
8/09/2026 13:06:25,"33,9","46,06","1016,19","95,87","32,01","61,25","152491,2",53465,"171,92","20,82","3,58"
8/09/2026 13:26:29,"34,62","45,49","1015,93","95,62","32,06","62,17","157285,8",68209,"241,72","20,88","5,05"
8/09/2026 13:46:36,"35,23","45,24","1015,68","95,39","32,42","62,58","157285,8",72283,"236,92","20,87","4,94"
8/09/2026 14:06:40,"35,64","46,6","1015,39","95,26","32,79","61,77","157285,8",69756,"242,12","20,88","5,06"
8/09/2026 14:26:55,"36,05","45,12","1015,12","95,3","32,95","61,22","157285,8",78197,"238,32","20,88","4,98"
8/09/2026 14:46:58,"36,55","42,35","1014,8","95,12","33,45","58,8",138651,44277,"63,6","20,79","1,32"
8/09/2026 15:07:03,"36,53","46,64","1014,48","94,79","34,18","58,06",74547,21699,"1,8","20,44","0,04"
8/09/2026 15:27:06,"36,79","42,12","1014,16","94,55",35,"54,11","157285,8",56400,"108,12","20,81","2,25"
8/09/2026 15:47:41,"36,62","45,79","1013,86","95,02","34,22","55,59","117876,6",36815,"91,12","20,8","1,89"
8/09/2026 16:07:54,"36,68","43,13","1013,57","94,91","34,95","52,84","92628,6",28953,"2,8","20,74","0,06"
8/09/2026 16:27:58,"36,55","46,07","1013,27","95,05","34,51","55,3","147553,2",47970,"143,92","20,83",3
8/09/2026 16:48:01,"36,42","43,3","1013,03","94,9","34,44","52,06","157285,8",83332,"263,2","20,92","5,51"
8/09/2026 17:08:04,"36,26","43,83","1012,77","94,7","35,08","50,72","127888,8",40838,"96,2","20,81",2
8/09/2026 17:28:08,"35,65","44,23","1012,49","95,43","33,03","50,86","63699,6",20516,"43,72","20,76","0,91"
8/09/2026 17:48:12,"35,45","42,93","1012,26","94,95","33,79","50,54","157285,8",73558,"244,32","20,91","5,11"
8/09/2026 18:08:15,"34,82","49,09","1012,11","95,68","32,3","55,7","115627,2",41450,"178,2","20,89","3,72"
8/09/2026 18:28:18,"33,95","52,63","1011,95","0,54","30,75","59,71","12415,2",3527,"22,2","15,3","0,34"
8/09/2026 18:48:21,"33,22","52,76","1011,82","0,51","29,92","61,84","4602,6",1293,"2,8","15,28","0,04"
8/09/2026 19:08:25,"32,61","54,13","1011,74","0,41","29,43","62,68",5178,1657,"5,32","15,27","0,08"
8/09/2026 19:28:29,"32,28","50,93","1011,73","79,89","29,43","62,2","33,6",57,"-0,08","3,72",0
8/09/2026 19:49:02,"31,97","51,2","1011,59","79,78","29,44","61,26","42,6",75,0,4,0
8/09/2026 20:09:05,"31,66","51,61","1011,45","79,7","29,16","61,91","6,6",9,"-0,28","1,24",0
