soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,max_anomaly_detected,label
78.1,34.79,38.13,35.88,37.05,0.0,0.0,14.29,26.2,FUNGI_ALERT_EXCESS_WATER
54.14,35.81,27.61,37.33,19.41,196.37,0.0,56.36,37.95,NOT_ABLE_TO_VENTILATE
49.69,30.55,71.77,30.95,85.53,157285.8,4.61,47.73,35.73,OK
20.13,28.91,40.27,26.98,42.27,0.0,0.0,20.38,29.53,NOT_ABLE_TO_WATER
67.9,11.69,40.65,10.67,41.09,157285.8,5.32,41.85,30.2,EXCESS_WATER
12.74,17.97,54.73,17.33,50.43,157285.8,5.15,36.16,29.49,WATER
80.27,8.95,38.96,6.82,63.73,0.0,0.0,81.68,36.44,LOW_TEMP_ALERT
20.03,11.84,56.96,11.67,57.96,0.0,0.0,17.95,25.95,NOT_ABLE_TO_WATER
45.91,17.1,48.03,17.78,55.85,157285.8,4.48,36.77,30.25,OK
28.01,40.91,22.87,41.59,15.05,0.0,0.0,32.44,24.0,NOT_ABLE_TO_WATER
68.64,18.59,53.42,16.92,72.65,0.0,0.0,73.68,26.84,NIGHT_OK
18.71,41.69,35.1,39.98,34.96,0.0,0.0,45.14,29.99,NOT_ABLE_TO_WATER
39.69,43.24,55.48,43.31,47.49,157285.8,5.44,45.38,31.15,WATER
39.74,28.79,55.89,nan,50.25,0.0,0.0,44.67,30.96,INSUFFICIENT_DATA
76.95,13.55,39.01,12.74,44.77,0.0,0.0,70.84,35.22,LOW_TEMP_ALERT
59.86,14.39,35.43,12.61,27.02,65693.89,2.39,32.37,33.1,EXCESS_WATER
59.99,22.74,32.66,19.85,33.16,8642.98,0.49,51.83,31.74,LOW_LIGHT
10.13,37.82,41.31,38.86,41.03,27477.67,1.07,91.48,35.0,NOT_ABLE_TO_WATER
35.06,20.85,34.53,20.33,31.92,157285.8,4.06,35.92,30.55,WATER
34.66,34.26,50.46,31.84,63.67,79695.26,1.77,35.37,30.61,NOT_ABLE_TO_WATER
53.59,38.55,76.88,35.49,76.92,0.0,0.0,51.21,32.78,NOT_ABLE_TO_VENTILATE
10.14,20.99,33.17,16.75,25.91,36402.25,1.34,10.03,24.0,NOT_ABLE_TO_WATER
84.41,10.94,54.57,9.63,57.22,59467.68,2.15,86.03,27.93,LOW_TEMP_ALERT
27.45,33.97,93.02,31.6,84.1,3096.96,0.2,16.02,27.14,NOT_ABLE_TO_WATER
73.33,8.08,58.64,4.58,80.18,0.0,0.0,46.45,29.35,FUNGI_ALERT_EXCESS_WATER
4.74,27.48,46.56,20.26,63.41,0.0,0.0,10.88,32.61,NOT_ABLE_TO_WATER
78.0,23.79,34.98,23.88,54.68,157285.8,5.04,76.34,24.76,OK
75.61,26.13,67.84,24.71,76.07,56488.63,2.42,70.62,24.0,OK
7.74,11.14,70.76,12.61,63.5,9377.42,0.0,58.07,30.42,NOT_ABLE_TO_WATER
67.66,23.89,47.34,24.87,57.05,29881.79,1.25,68.86,24.0,OK
16.9,5.02,18.86,0.97,22.87,0.0,0.0,14.48,31.67,NOT_ABLE_TO_WATER
49.31,33.17,71.78,34.21,73.66,157285.8,4.28,65.95,28.54,WATER
20.45,8.17,44.4,7.44,53.34,49639.13,0.13,22.98,42.23,ANOMALY_DETECTED
57.04,27.63,60.56,28.11,65.51,157285.8,4.74,49.94,29.32,OK
12.15,19.5,38.28,22.14,53.98,0.0,0.0,26.33,24.75,NOT_ABLE_TO_WATER
80.83,12.87,93.06,11.33,90.49,0.0,0.0,82.99,29.35,LOW_TEMP_ALERT
30.91,36.1,30.99,34.4,47.89,157285.8,5.9,32.37,44.59,ANOMALY_DETECTED
42.71,17.2,92.34,14.54,100.0,3361.71,0.18,43.97,24.0,LOW_TEMP_ALERT
61.71,40.89,34.87,39.58,40.11,4319.44,0.0,54.31,35.98,NOT_ABLE_TO_VENTILATE
56.01,13.61,38.19,14.4,30.98,157285.8,0.07,24.93,31.07,EXCESS_WATER
73.7,29.97,49.31,26.29,38.76,0.0,0.0,62.43,30.48,FUNGI_ALERT_EXCESS_WATER
64.65,19.47,80.39,18.28,90.7,7760.85,0.4,58.22,27.48,LOW_LIGHT
7.62,7.06,33.92,7.27,34.26,157285.8,5.06,11.46,32.36,WATER
51.39,24.09,21.38,23.39,41.89,12528.74,0.93,46.92,30.42,OK
92.91,12.57,23.85,8.48,28.18,129305.22,4.7,89.16,32.31,LOW_TEMP_ALERT
80.37,12.94,88.91,7.44,100.0,0.0,0.0,82.86,45.87,LOW_TEMP_ALERT
56.5,32.08,86.8,27.89,88.33,54066.81,2.6,47.28,26.21,OK
5.08,15.12,47.43,13.09,43.07,157285.8,4.18,30.18,35.26,WATER
79.35,5.5,42.12,3.88,59.12,51130.62,1.32,64.11,29.43,EXCESS_WATER
30.05,41.08,92.52,38.9,85.93,0.0,0.0,42.29,31.58,NOT_ABLE_TO_WATER
72.36,10.91,63.59,7.66,84.47,157285.8,5.04,77.01,29.88,LOW_TEMP_ALERT
44.81,6.52,25.12,5.73,29.89,78262.64,2.75,40.79,27.61,LOW_TEMP_ALERT
65.13,37.8,20.17,38.38,27.26,0.0,0.0,64.67,30.59,HYDRIC_STRESS_ALERT
43.04,42.43,24.29,39.09,22.46,117286.12,4.78,39.17,34.0,HYDRIC_STRESS_ALERT
60.03,34.56,45.96,35.32,50.43,138873.65,4.13,49.53,26.21,EXCESS_WATER
91.02,33.12,27.72,32.1,18.69,4484.36,0.0,88.72,27.69,LOW_LIGHT
84.64,14.72,57.25,13.55,59.8,157285.8,4.75,33.67,28.7,EXCESS_WATER
41.55,34.65,22.78,31.87,21.44,0.0,0.0,41.96,27.54,NIGHT_OK
35.86,17.98,27.69,15.15,38.79,0.0,0.0,50.65,30.78,NOT_ABLE_TO_WATER
52.72,32.78,94.58,28.29,98.72,29981.93,1.34,51.75,30.31,OK
23.94,40.7,39.36,36.85,48.34,157285.8,5.79,26.1,26.67,WATER
28.71,26.19,29.04,25.02,36.47,0.0,0.0,28.97,28.35,NOT_ABLE_TO_WATER
15.03,9.55,23.18,7.39,40.24,157285.8,0.02,25.01,30.88,NOT_ABLE_TO_WATER
82.1,16.31,47.0,16.89,50.21,157285.8,5.59,86.24,30.57,OK
74.36,37.66,21.02,34.25,10.68,157285.8,5.65,80.17,33.26,HYDRIC_STRESS_ALERT
22.23,20.62,74.2,17.22,97.43,21393.51,0.79,13.07,32.9,NOT_ABLE_TO_WATER
17.39,22.13,80.76,19.91,76.45,7601.37,0.63,19.42,31.7,NOT_ABLE_TO_WATER
12.59,43.9,28.73,42.52,28.83,157285.8,5.42,19.01,31.62,WATER
83.28,34.47,23.98,32.26,42.61,0.0,0.0,88.62,28.16,NIGHT_OK
82.4,9.63,70.49,5.59,76.69,130708.64,4.16,75.13,30.73,LOW_TEMP_ALERT
23.25,13.18,75.64,11.05,78.91,157285.8,4.43,25.32,24.0,WATER
71.59,29.09,25.99,26.27,31.96,0.0,0.0,21.82,27.01,FUNGI_ALERT_EXCESS_WATER
80.87,13.56,37.38,11.85,40.26,157285.8,5.52,77.5,24.0,LOW_TEMP_ALERT
66.4,36.22,18.66,35.43,38.14,0.0,0.0,50.68,25.85,FUNGI_ALERT_EXCESS_WATER
41.27,38.22,36.18,36.77,44.65,157285.8,5.1,39.18,30.15,VENTILATE
14.58,43.28,46.02,41.93,50.58,0.0,0.0,10.05,26.25,NOT_ABLE_TO_WATER
29.33,32.35,16.59,28.71,19.04,0.0,0.0,16.58,31.67,NOT_ABLE_TO_WATER
56.5,28.06,26.31,27.4,31.87,157285.8,5.19,56.84,27.21,OK
21.13,40.75,62.94,39.64,52.66,157285.8,5.0,21.3,32.6,WATER
11.96,13.93,66.19,17.67,65.21,924.71,0.1,40.46,28.58,NOT_ABLE_TO_WATER
56.31,32.82,30.15,29.35,44.9,0.0,0.0,34.1,24.0,FUNGI_ALERT_EXCESS_WATER
13.76,5.53,91.84,3.04,100.0,41608.1,0.13,14.58,30.06,NOT_ABLE_TO_WATER
21.98,32.43,59.53,29.79,62.99,0.0,0.0,26.99,36.51,NOT_ABLE_TO_WATER
85.76,26.34,84.89,25.07,79.17,0.0,0.0,85.38,25.11,NIGHT_OK
50.31,16.22,48.01,13.99,53.38,157285.8,5.39,21.76,28.98,EXCESS_WATER
99.21,26.88,76.46,24.74,76.83,157285.8,5.48,30.62,28.22,FUNGI_ALERT_EXCESS_WATER
32.93,10.75,58.8,9.2,62.15,157285.8,4.46,31.39,34.74,WATER
40.76,8.39,77.14,9.17,77.91,95605.95,3.13,47.08,28.72,LOW_TEMP_ALERT
44.49,7.51,20.26,5.93,16.67,157285.8,5.13,41.17,44.18,ANOMALY_DETECTED
49.87,31.02,66.96,28.85,82.64,15779.37,0.07,65.34,29.63,NOT_ABLE_TO_WATER
53.44,27.29,59.65,24.9,64.94,110422.2,3.47,61.83,24.0,OK
38.92,25.09,53.07,23.37,59.11,114859.01,4.19,18.52,34.08,WATER
7.95,10.41,93.27,8.17,100.0,0.0,0.0,92.54,24.0,NOT_ABLE_TO_WATER
11.94,29.02,44.65,28.35,41.71,0.0,0.0,12.48,30.66,NOT_ABLE_TO_WATER
41.72,25.26,72.18,23.19,83.34,0.0,0.0,44.93,27.75,NIGHT_OK
72.07,24.45,69.39,23.22,85.02,0.0,0.0,66.22,35.89,NIGHT_OK
95.71,16.14,25.02,14.93,40.96,0.0,0.0,22.2,31.79,FUNGI_ALERT_EXCESS_WATER
48.06,41.73,75.13,38.69,71.76,0.0,0.0,15.95,33.82,FUNGI_ALERT_EXCESS_WATER
62.91,16.68,18.07,16.04,23.14,0.0,0.0,69.26,30.88,NIGHT_OK
11.24,18.45,20.47,14.76,39.88,65641.44,1.81,24.45,35.48,NOT_ABLE_TO_WATER
68.39,11.53,30.73,11.29,49.43,0.0,0.0,67.94,25.36,LOW_TEMP_ALERT
56.53,43.89,17.72,42.51,12.12,157285.8,4.53,51.73,28.55,HYDRIC_STRESS_ALERT
21.97,23.38,40.04,20.09,46.14,157285.8,5.35,20.73,27.94,WATER
17.34,31.39,22.6,28.84,20.17,0.0,0.0,37.9,28.88,NOT_ABLE_TO_WATER
70.47,10.85,43.14,8.29,48.7,97945.56,4.02,66.01,31.29,LOW_TEMP_ALERT
91.68,6.79,91.3,5.91,100.0,0.0,0.0,58.21,26.99,FUNGI_ALERT_EXCESS_WATER
44.17,18.14,93.05,15.49,95.13,0.0,0.0,39.2,24.46,NIGHT_OK
96.95,30.18,80.5,29.76,88.02,157285.8,5.74,85.9,33.01,FUNGI_ALERT_EXCESS_WATER
77.39,42.39,94.71,41.73,90.42,15793.8,0.21,75.1,30.81,NOT_ABLE_TO_VENTILATE
55.56,5.14,42.55,3.58,43.54,0.0,0.0,55.6,35.49,LOW_TEMP_ALERT
49.13,8.72,64.82,5.8,64.54,0.0,0.0,20.22,30.15,FUNGI_ALERT_EXCESS_WATER
43.15,38.79,86.61,36.2,98.15,0.0,0.0,30.6,34.11,FUNGI_ALERT_EXCESS_WATER
67.23,34.52,42.59,31.34,60.76,0.0,nan,72.72,38.08,INSUFFICIENT_DATA
46.67,26.82,18.46,27.5,23.69,0.0,0.0,46.66,33.72,NIGHT_OK
50.89,17.71,54.31,16.28,58.21,38886.35,1.53,81.6,34.05,NOT_ABLE_TO_WATER
50.81,30.11,53.52,26.18,60.32,157285.8,5.12,61.2,26.72,WATER
69.08,29.0,52.03,27.5,56.13,0.0,0.0,78.8,30.9,NIGHT_OK
63.09,23.38,85.28,22.85,91.85,0.0,0.0,59.78,26.04,NIGHT_OK
100.0,18.47,73.49,14.79,59.92,157285.8,5.55,93.84,29.09,LOW_TEMP_ALERT
79.18,10.51,81.44,6.34,85.34,43735.41,1.81,75.29,28.76,LOW_TEMP_ALERT
53.81,22.02,90.29,19.34,100.0,2327.34,0.5,25.64,29.91,FUNGI_ALERT_EXCESS_WATER
67.16,38.67,50.93,35.08,64.73,1538.17,0.31,13.96,29.95,EXCESS_WATER
76.92,6.7,33.46,4.29,38.06,3593.51,0.38,70.71,29.43,LOW_TEMP_ALERT
13.84,19.96,16.0,17.16,8.28,0.0,0.0,87.99,25.1,NOT_ABLE_TO_WATER
73.67,30.4,58.96,28.04,69.69,0.0,0.0,80.01,33.15,NIGHT_OK
48.13,35.81,53.1,33.02,44.89,0.0,0.0,44.59,24.99,NIGHT_OK
13.89,38.35,56.91,40.99,74.09,157285.8,6.11,30.76,28.8,WATER
18.18,19.79,51.75,17.84,46.32,157285.8,6.04,14.27,33.85,WATER
32.82,41.1,94.97,36.51,94.42,157285.8,5.31,64.82,32.77,WATER
95.1,44.46,21.48,40.2,24.9,0.0,0.0,80.81,25.68,FUNGI_ALERT_EXCESS_WATER
71.44,10.5,62.58,11.5,76.89,25341.27,0.01,72.87,28.42,LOW_TEMP_ALERT
31.45,20.76,48.89,18.06,50.76,157285.8,4.65,69.78,33.11,WATER
52.22,18.63,49.23,20.63,53.83,157285.8,5.3,54.07,30.26,OK
67.1,17.3,87.72,13.92,97.99,0.0,0.0,62.57,30.93,LOW_TEMP_ALERT
71.41,35.42,38.78,33.75,60.48,0.0,0.0,70.91,28.59,NIGHT_OK
67.65,23.61,20.01,21.84,18.64,157285.8,4.82,94.6,24.79,WATER
66.95,11.09,63.3,5.45,56.48,0.0,0.0,72.08,28.34,LOW_TEMP_ALERT
35.21,18.39,85.62,19.39,94.29,157285.8,5.2,33.13,26.95,WATER
54.42,41.09,89.69,38.16,85.29,157285.8,5.98,78.73,24.0,WATER
89.03,21.92,74.89,21.49,86.13,0.0,0.0,85.98,27.01,NIGHT_OK
31.74,12.8,28.91,14.19,26.17,2598.84,0.1,36.7,28.35,NOT_ABLE_TO_WATER
8.75,44.44,59.37,43.63,57.63,61708.55,1.56,18.22,33.38,NOT_ABLE_TO_WATER
56.76,26.25,84.75,25.17,90.42,157285.8,5.3,69.06,28.71,WATER
12.26,23.72,62.51,17.61,62.99,1801.59,0.34,10.36,27.95,NOT_ABLE_TO_WATER
19.35,21.04,73.93,17.86,86.17,0.0,0.0,25.45,32.27,NOT_ABLE_TO_WATER
49.52,7.34,94.27,8.98,100.0,0.0,0.0,57.3,28.42,LOW_TEMP_ALERT
18.63,22.02,22.99,20.46,29.62,46027.07,0.82,20.1,30.48,NOT_ABLE_TO_WATER
51.4,27.94,25.71,23.78,34.55,8816.66,0.15,45.64,30.31,LOW_LIGHT
19.11,13.48,63.78,13.12,69.2,157285.8,5.24,11.51,24.24,WATER
40.95,14.63,94.74,12.67,86.58,0.0,0.0,41.06,44.81,LOW_TEMP_ALERT
18.63,42.75,24.93,39.24,39.69,4140.07,0.18,16.92,30.15,NOT_ABLE_TO_WATER
56.07,22.04,41.16,20.9,48.43,0.0,0.0,56.4,28.86,NIGHT_OK
94.85,41.78,27.73,41.76,38.26,24089.57,0.29,86.75,29.31,HYDRIC_STRESS_ALERT
70.25,14.23,76.06,14.57,90.15,3513.84,0.0,40.65,29.11,FUNGI_ALERT_EXCESS_WATER
70.99,7.82,42.85,8.38,58.91,0.0,0.0,65.84,33.35,LOW_TEMP_ALERT
40.67,33.86,59.93,31.66,73.76,1299.63,0.77,32.87,30.26,LOW_LIGHT
14.22,13.17,42.8,12.69,46.43,0.0,0.0,17.92,45.67,NOT_ABLE_TO_WATER
44.81,22.48,34.35,19.85,40.83,114612.2,3.47,52.14,27.98,OK
47.48,15.41,37.33,13.95,43.77,157285.8,5.71,83.72,26.92,WATER
31.51,20.42,73.38,18.8,86.21,0.0,0.0,26.13,24.34,NOT_ABLE_TO_WATER
33.94,29.97,67.84,28.14,78.35,157285.8,4.45,39.67,26.25,WATER
19.56,14.26,66.98,12.01,67.62,157285.8,5.61,21.92,31.03,WATER
19.03,13.87,64.51,13.95,66.42,0.0,0.0,93.11,31.84,NOT_ABLE_TO_WATER
88.8,11.21,16.79,8.51,21.79,123815.82,3.95,57.85,30.61,EXCESS_WATER
67.21,31.53,55.83,30.58,52.55,10087.21,0.6,56.82,28.95,EXCESS_WATER
16.22,7.76,24.03,9.78,28.16,0.0,0.0,15.74,31.16,NOT_ABLE_TO_WATER
48.78,44.16,28.16,43.85,20.9,905.13,0.0,49.53,27.01,HYDRIC_STRESS_ALERT
1.35,20.2,83.17,18.32,85.82,0.0,0.0,56.94,33.96,NOT_ABLE_TO_WATER
51.48,40.3,47.21,42.99,55.33,84367.74,0.02,52.29,30.56,NOT_ABLE_TO_VENTILATE
60.72,26.0,29.09,22.4,41.32,157285.8,4.37,61.22,27.28,OK
51.91,22.1,78.69,20.21,81.97,0.0,0.0,40.07,24.47,FUNGI_ALERT_EXCESS_WATER
72.89,25.56,44.51,25.72,52.0,14176.02,0.0,72.51,25.72,OK
12.93,30.42,49.32,30.75,49.3,0.0,0.0,70.16,43.49,NOT_ABLE_TO_WATER
85.7,17.17,41.17,15.05,48.41,6365.23,0.0,92.13,31.76,LOW_LIGHT
91.55,14.42,45.03,15.04,47.69,157285.8,5.07,70.77,36.0,EXCESS_WATER
83.2,13.13,66.61,11.91,77.3,7303.43,0.75,91.67,33.84,LOW_TEMP_ALERT
69.95,29.17,42.78,28.16,42.13,157285.8,4.69,76.93,28.44,OK
6.21,31.49,27.72,31.42,37.81,0.0,0.0,72.7,26.32,NOT_ABLE_TO_WATER
89.38,12.44,89.84,13.22,80.18,157285.8,4.65,25.36,33.2,FUNGI_ALERT_EXCESS_WATER
75.67,44.14,60.0,46.72,83.14,125281.35,3.29,75.43,32.27,VENTILATE
77.32,31.6,40.14,32.32,46.12,82198.14,3.32,83.97,25.37,OK
4.2,8.93,92.82,9.8,100.0,157285.8,4.89,73.7,33.41,WATER
33.3,22.98,77.22,20.74,88.83,0.0,0.0,32.19,36.7,NOT_ABLE_TO_WATER
27.22,34.82,92.26,34.45,94.7,0.0,0.0,61.37,34.54,NOT_ABLE_TO_WATER
13.56,39.65,26.99,41.91,36.83,157285.8,6.36,15.13,24.0,WATER
35.58,39.3,76.24,39.04,86.54,89257.96,2.16,20.9,37.95,ANOMALY_DETECTED
52.27,9.37,67.92,9.36,63.71,0.0,0.0,79.16,30.25,NOT_ABLE_TO_WATER
85.08,20.35,61.81,16.8,64.07,88980.59,2.76,83.76,28.6,OK
73.24,22.34,57.3,16.43,72.25,0.0,0.0,20.13,31.41,FUNGI_ALERT_EXCESS_WATER
60.49,8.36,91.47,7.66,90.83,10825.08,0.18,53.16,32.11,LOW_TEMP_ALERT
53.21,33.71,51.01,33.67,64.25,0.0,0.0,29.69,27.67,FUNGI_ALERT_EXCESS_WATER
86.92,15.32,78.94,16.01,73.98,358.37,0.03,82.48,36.64,LOW_LIGHT
27.72,16.28,42.66,13.94,36.57,0.0,0.0,27.04,26.3,NOT_ABLE_TO_WATER
55.87,15.93,32.97,17.34,48.74,4504.55,0.05,40.92,32.27,EXCESS_WATER
36.81,25.38,30.11,26.63,36.03,0.0,0.0,41.25,35.63,NOT_ABLE_TO_WATER
7.15,28.1,57.93,23.58,69.61,7419.4,0.5,10.89,36.53,NOT_ABLE_TO_WATER
77.13,39.19,71.45,39.94,69.73,62755.02,2.18,87.09,31.75,NOT_ABLE_TO_VENTILATE
19.47,38.85,59.76,33.25,62.48,115695.1,4.38,35.05,34.51,WATER
88.9,22.28,89.59,18.62,100.0,44169.49,nan,86.15,32.36,INSUFFICIENT_DATA
79.81,32.45,67.53,30.61,78.62,17186.02,1.08,73.34,31.72,OK
25.56,22.22,70.91,22.44,75.78,157285.8,6.34,24.75,25.31,WATER
7.85,9.87,80.78,7.45,89.51,0.0,0.0,10.3,30.34,NOT_ABLE_TO_WATER
59.93,39.4,61.02,35.79,61.97,0.0,0.0,64.33,33.84,NOT_ABLE_TO_VENTILATE
87.16,21.05,86.49,16.2,77.11,157285.8,5.02,77.97,29.28,OK
50.05,7.77,47.71,3.89,70.7,0.0,0.0,48.28,25.24,LOW_TEMP_ALERT
35.88,10.43,49.63,6.89,52.77,0.0,0.0,45.07,29.44,NOT_ABLE_TO_WATER
47.57,12.34,40.18,7.27,49.9,0.0,0.0,39.09,24.0,LOW_TEMP_ALERT
80.79,30.77,17.69,27.99,26.71,0.0,0.0,80.68,40.24,NIGHT_OK
16.64,42.06,44.39,42.87,42.16,118731.3,4.28,61.8,27.07,WATER
42.04,17.46,23.84,18.09,30.17,157285.8,4.73,43.14,30.4,OK
50.03,44.32,87.57,45.8,92.32,32662.9,0.94,54.6,28.87,NOT_ABLE_TO_VENTILATE
21.34,11.07,69.86,7.03,78.34,105299.39,3.63,18.6,24.0,WATER
69.08,11.63,36.29,8.89,30.22,157285.8,5.56,50.35,24.0,EXCESS_WATER
43.97,24.11,94.26,24.8,90.07,137037.26,4.36,42.35,25.26,OK
17.23,39.16,71.44,37.13,69.7,3207.25,0.0,67.82,44.02,ANOMALY_DETECTED
26.39,44.78,20.96,40.17,24.63,142611.4,5.15,78.32,31.19,WATER
52.67,25.99,17.72,21.67,16.6,8411.17,0.02,43.34,28.35,LOW_LIGHT
93.73,37.7,61.9,36.27,74.57,157285.8,5.5,48.19,35.11,EXCESS_WATER
10.14,30.19,92.7,29.3,100.0,157285.8,5.26,50.39,34.06,WATER
77.25,18.43,89.58,21.29,96.8,578.54,0.12,81.88,27.65,LOW_LIGHT
54.71,37.64,46.76,36.86,49.78,0.0,0.0,84.38,30.26,NOT_ABLE_TO_WATER
47.85,25.62,40.78,24.88,37.22,0.0,0.0,53.04,24.0,NIGHT_OK
51.33,23.38,41.74,23.34,67.81,0.0,0.0,52.35,25.13,NIGHT_OK
55.84,9.63,19.54,11.44,27.19,3698.3,0.36,62.1,32.65,LOW_TEMP_ALERT
47.7,26.71,82.35,23.41,88.25,157285.8,6.04,41.44,42.02,ANOMALY_DETECTED
28.09,32.13,84.72,31.97,88.32,134593.58,3.88,36.62,29.21,WATER
90.11,28.18,61.01,25.4,68.91,0.0,0.0,92.12,41.07,NIGHT_OK
99.62,38.4,63.0,38.31,65.8,157285.8,5.56,90.1,26.67,VENTILATE
13.13,40.56,63.92,35.3,74.57,0.0,0.0,12.33,28.62,NOT_ABLE_TO_WATER
62.28,35.56,25.22,34.88,38.28,0.0,0.0,51.46,30.02,FUNGI_ALERT_EXCESS_WATER
85.43,29.67,85.63,28.14,78.63,48961.17,1.52,76.09,33.6,OK
38.38,31.85,45.49,26.18,48.51,0.0,0.0,35.25,35.37,NOT_ABLE_TO_WATER
11.16,44.64,45.04,44.66,51.66,0.0,0.0,89.21,32.47,NOT_ABLE_TO_WATER
22.41,40.65,21.48,37.05,21.45,110364.93,3.28,60.12,41.49,ANOMALY_DETECTED
92.59,24.49,42.0,24.25,49.09,0.0,0.0,22.76,27.14,FUNGI_ALERT_EXCESS_WATER
72.16,35.89,33.72,32.87,44.25,0.0,0.0,63.26,27.62,NIGHT_OK
64.57,8.02,94.95,10.42,100.0,0.0,0.0,71.54,34.8,LOW_TEMP_ALERT
98.76,42.1,91.01,42.18,100.0,0.0,0.0,74.8,27.81,FUNGI_ALERT_EXCESS_WATER
69.57,30.3,78.88,29.55,87.66,130759.04,4.02,47.44,32.87,FUNGI_ALERT_EXCESS_WATER
82.15,18.69,49.91,17.34,65.2,0.0,0.0,76.9,29.83,NIGHT_OK
6.04,28.56,75.67,28.18,88.31,0.0,0.0,12.18,31.29,NOT_ABLE_TO_WATER
11.55,26.06,37.7,26.6,46.95,141559.67,4.51,45.51,25.3,WATER
45.1,37.85,64.53,36.0,86.25,19320.16,0.29,44.47,27.81,NOT_ABLE_TO_VENTILATE
36.48,32.28,84.85,30.7,100.0,157285.8,5.96,34.7,33.38,WATER
21.92,25.97,90.74,24.17,98.68,157285.8,4.66,14.91,25.0,WATER
85.81,29.29,41.89,28.34,47.37,0.0,0.0,88.27,38.44,NIGHT_OK
7.69,20.39,24.27,18.08,28.51,45252.68,1.54,13.34,30.99,NOT_ABLE_TO_WATER
10.07,13.33,22.27,13.1,28.68,0.0,0.0,20.87,36.32,NOT_ABLE_TO_WATER
68.68,22.51,72.8,22.53,65.15,0.0,0.0,36.37,33.29,FUNGI_ALERT_EXCESS_WATER
74.03,10.67,41.64,7.35,49.45,157285.8,4.66,92.99,29.92,WATER
62.29,32.12,86.43,31.73,85.99,46532.03,1.16,73.86,37.65,ANOMALY_DETECTED
93.25,40.12,69.77,39.91,90.14,60338.15,1.65,87.75,26.9,NOT_ABLE_TO_VENTILATE
59.75,44.64,19.12,43.13,18.58,157285.8,4.39,57.05,27.98,HYDRIC_STRESS_ALERT
38.11,29.73,66.16,27.44,75.65,157285.8,5.64,46.89,31.76,WATER
75.66,25.53,53.97,25.23,68.11,30173.25,0.87,71.18,24.0,OK
59.16,29.05,60.23,25.48,77.64,157285.8,6.77,63.76,32.09,OK
85.45,30.97,79.68,24.89,83.65,6058.29,0.74,76.08,34.2,LOW_LIGHT
60.03,8.13,52.75,7.52,59.46,5424.64,0.31,57.18,32.15,LOW_TEMP_ALERT
15.4,12.54,62.35,8.76,69.67,2616.79,0.0,43.5,27.6,NOT_ABLE_TO_WATER
94.22,5.2,93.62,1.19,97.5,157285.8,5.28,81.37,24.0,FUNGI_ALERT_EXCESS_WATER
44.01,34.75,45.41,32.16,57.29,0.0,0.0,35.6,29.04,NIGHT_OK
12.16,16.44,33.97,17.47,40.2,157285.8,6.39,22.15,34.63,WATER
49.22,32.39,72.61,33.45,85.86,157285.8,5.83,48.27,44.95,ANOMALY_DETECTED
44.3,17.89,66.75,18.5,81.93,157285.8,6.14,73.55,29.06,WATER
9.88,38.01,36.06,37.02,44.12,157285.8,4.92,nan,29.28,INSUFFICIENT_DATA
83.46,20.33,21.71,20.86,17.52,0.0,0.0,36.35,26.29,FUNGI_ALERT_EXCESS_WATER
53.44,10.65,46.42,8.24,62.51,0.0,0.0,38.92,33.58,FUNGI_ALERT_EXCESS_WATER
47.64,10.52,40.63,11.37,35.76,5347.58,0.43,46.05,33.07,LOW_TEMP_ALERT
54.87,17.55,47.87,18.72,62.99,1370.28,0.01,49.41,30.81,LOW_LIGHT
3.49,5.65,81.36,7.27,91.86,8859.26,0.33,12.18,30.94,NOT_ABLE_TO_WATER
29.61,38.12,58.07,39.86,59.31,0.0,0.0,59.43,34.22,NOT_ABLE_TO_WATER
44.92,25.83,54.28,23.19,70.7,157285.8,6.27,44.24,42.68,ANOMALY_DETECTED
27.61,41.82,88.65,43.77,80.69,0.0,0.0,36.9,32.89,NOT_ABLE_TO_WATER
8.14,12.08,58.3,9.43,65.19,157285.8,5.69,78.73,24.5,WATER
99.08,36.39,43.55,34.61,53.35,0.0,0.0,54.3,31.33,FUNGI_ALERT_EXCESS_WATER
9.38,24.31,44.38,21.92,52.52,0.0,0.0,15.43,28.23,NOT_ABLE_TO_WATER
83.86,16.42,51.43,15.67,68.88,1051.44,0.14,74.16,30.85,LOW_LIGHT
96.62,6.45,61.19,3.35,56.08,157285.8,5.99,69.53,32.18,EXCESS_WATER
47.63,7.95,23.08,3.93,37.4,157285.8,4.51,38.35,45.6,ANOMALY_DETECTED
40.64,34.25,58.03,33.92,73.48,95595.81,3.23,94.56,31.1,WATER
95.25,16.21,68.61,12.32,83.41,0.0,0.0,94.6,34.92,LOW_TEMP_ALERT
22.03,22.02,64.42,21.01,72.55,0.0,0.0,16.13,35.17,NOT_ABLE_TO_WATER
64.84,35.58,84.14,33.86,96.37,40121.2,1.67,60.25,33.38,OK
7.86,16.34,44.27,16.92,36.18,0.0,0.0,16.72,29.43,NOT_ABLE_TO_WATER
16.65,41.32,59.35,38.23,59.82,0.0,0.0,17.85,28.76,NOT_ABLE_TO_WATER
83.67,7.1,77.11,7.23,75.17,0.0,0.0,88.73,28.96,LOW_TEMP_ALERT
