soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,label
33.21,30.2,79.03,25.79,93.79,0.0,0.0,37.85,NOT_ABLE_TO_WATER
38.14,9.1,78.69,6.72,77.42,2084.3,0.02,10.79,NOT_ABLE_TO_WATER
16.78,20.9,71.52,17.51,73.23,7467.97,0.0,18.53,NOT_ABLE_TO_WATER
54.98,10.63,75.99,8.63,86.96,0.0,0.0,59.6,LOW_TEMP_ALERT
87.75,33.82,53.18,35.52,69.0,114751.2,4.59,85.39,OK
67.04,32.08,42.15,33.08,38.8,0.0,0.0,23.84,FUNGI_ALERT_EXCESS_WATER
88.41,17.5,76.75,18.1,69.65,79742.34,2.51,89.38,OK
33.18,21.33,82.07,17.85,98.09,157285.8,5.6,50.84,WATER
76.39,14.76,76.36,14.53,82.78,0.0,0.0,78.85,LOW_TEMP_ALERT
78.93,36.37,37.74,36.77,45.09,157285.8,6.29,59.88,EXCESS_WATER
98.19,40.25,70.55,37.98,79.0,9227.43,0.0,56.77,FUNGI_ALERT_EXCESS_WATER
21.85,7.87,64.75,5.46,76.24,0.0,0.0,19.66,NOT_ABLE_TO_WATER
50.84,37.27,26.28,36.87,24.5,3621.28,0.1,51.07,NOT_ABLE_TO_VENTILATE
35.02,39.13,92.42,37.66,96.56,157285.8,5.07,35.82,WATER
10.77,33.98,24.52,32.14,35.46,15991.47,1.17,19.77,NOT_ABLE_TO_WATER
8.3,8.02,47.14,6.48,53.52,16589.1,0.0,29.05,NOT_ABLE_TO_WATER
39.82,21.37,68.12,18.13,70.0,55524.32,1.81,47.75,NOT_ABLE_TO_WATER
37.49,35.96,79.5,34.91,93.56,157285.8,4.65,27.79,WATER
20.01,13.47,58.55,15.29,57.99,157285.8,4.65,19.41,WATER
54.01,21.37,49.6,18.46,60.26,5801.22,0.32,67.65,LOW_LIGHT
94.89,27.42,50.92,22.4,63.65,8189.21,0.0,85.55,LOW_LIGHT
79.66,32.67,58.65,27.64,75.58,157285.8,5.13,81.49,OK
74.92,31.96,78.98,34.59,89.14,0.0,0.0,80.69,OK
54.76,44.55,66.98,46.6,88.21,48806.96,1.71,60.58,NOT_ABLE_TO_VENTILATE
11.38,40.74,70.5,41.23,82.7,0.0,0.0,81.45,NOT_ABLE_TO_WATER
53.48,25.87,37.86,26.17,28.98,74403.81,2.2,59.31,OK
40.26,17.39,66.97,16.25,68.69,12353.11,0.08,43.21,OK
31.32,13.91,65.78,12.16,61.75,11938.89,0.06,30.55,NOT_ABLE_TO_WATER
19.46,24.74,21.51,22.88,40.02,3465.44,0.0,21.91,NOT_ABLE_TO_WATER
80.28,22.12,84.66,18.49,90.85,0.0,0.0,14.63,FUNGI_ALERT_EXCESS_WATER
52.26,36.2,36.3,33.41,40.05,5919.48,0.61,48.88,LOW_LIGHT
91.23,18.93,53.58,15.09,52.04,157285.8,5.32,93.41,OK
44.1,40.8,82.58,39.72,81.88,0.0,0.0,70.07,NOT_ABLE_TO_WATER
45.49,34.4,34.28,32.35,20.89,0.0,0.0,46.33,OK
12.1,36.18,24.35,35.02,26.39,0.0,0.0,16.35,NOT_ABLE_TO_WATER
89.86,16.34,81.54,10.84,96.59,7408.91,0.0,92.29,LOW_TEMP_ALERT
6.71,5.76,23.5,5.75,41.43,38024.86,1.59,15.11,NOT_ABLE_TO_WATER
6.27,44.81,94.17,44.77,92.54,157285.8,5.36,46.43,WATER
84.17,23.99,93.47,24.45,100.0,6183.42,0.0,88.52,LOW_LIGHT
16.91,36.02,28.65,35.31,51.52,0.0,0.0,20.82,NOT_ABLE_TO_WATER
28.06,10.92,85.9,9.62,100.0,157285.8,5.39,26.32,WATER
7.09,35.84,55.41,37.62,59.7,0.0,0.0,46.91,NOT_ABLE_TO_WATER
63.69,11.02,69.42,10.94,84.38,0.0,0.0,65.07,LOW_TEMP_ALERT
86.68,25.07,57.7,21.56,56.78,0.0,0.0,60.62,FUNGI_ALERT_EXCESS_WATER
7.34,34.56,84.75,33.67,98.45,50536.12,1.82,75.52,NOT_ABLE_TO_WATER
54.56,28.45,85.77,26.57,90.93,157285.8,5.98,47.82,OK
63.71,13.36,52.87,15.14,46.34,157285.8,5.21,62.44,OK
67.59,23.66,19.33,23.21,36.64,157285.8,4.61,66.04,OK
67.71,32.86,23.81,30.28,25.53,157285.8,5.08,68.83,OK
72.04,19.98,26.93,19.44,28.85,0.0,0.0,74.11,OK
44.17,14.42,26.0,12.13,33.29,0.0,0.0,51.57,LOW_TEMP_ALERT
60.22,20.9,92.18,23.27,99.43,157285.8,4.38,68.0,OK
19.19,14.85,41.28,9.47,56.88,157285.8,4.81,37.03,WATER
22.18,14.31,74.62,10.51,82.11,116629.0,3.82,24.18,WATER
29.85,18.35,31.49,18.54,25.39,157285.8,5.47,30.47,WATER
26.42,34.42,16.37,32.69,30.09,0.0,0.0,15.08,NOT_ABLE_TO_WATER
66.85,43.93,23.05,42.26,40.02,nan,0.1,47.34,INSUFFICIENT_DATA
27.51,10.63,20.94,8.07,41.58,17537.94,1.07,42.26,NOT_ABLE_TO_WATER
75.35,31.67,63.87,27.77,69.68,157285.8,4.52,16.12,EXCESS_WATER
14.82,13.55,22.38,11.44,36.62,41437.31,1.31,78.53,NOT_ABLE_TO_WATER
15.44,10.91,32.42,9.46,26.13,0.0,0.0,70.43,NOT_ABLE_TO_WATER
66.79,39.48,33.79,38.2,50.67,8457.12,0.14,64.81,NOT_ABLE_TO_VENTILATE
21.89,16.28,15.54,17.16,25.1,27987.82,0.53,33.27,NOT_ABLE_TO_WATER
28.74,33.15,48.85,31.52,52.08,157285.8,4.64,20.5,WATER
65.87,11.12,41.85,10.02,53.76,3735.96,0.09,59.68,LOW_TEMP_ALERT
51.01,40.36,81.38,38.94,88.85,0.0,0.0,54.24,NOT_ABLE_TO_VENTILATE
41.85,40.23,88.76,40.73,91.4,134535.85,2.99,38.45,VENTILATE
66.32,7.34,92.19,6.34,100.0,42775.97,2.2,51.09,FUNGI_ALERT_EXCESS_WATER
26.19,37.18,24.42,31.93,21.07,0.0,0.0,22.34,NOT_ABLE_TO_WATER
24.54,18.24,81.09,18.23,97.45,0.0,0.0,57.72,NOT_ABLE_TO_WATER
97.61,8.51,74.28,6.74,77.11,93071.6,2.57,93.97,LOW_TEMP_ALERT
39.21,33.04,57.22,31.51,59.47,0.0,0.0,40.17,NOT_ABLE_TO_WATER
29.92,26.87,37.58,22.8,59.08,5260.11,0.21,63.01,NOT_ABLE_TO_WATER
42.12,21.1,90.48,21.81,91.92,0.0,0.0,43.23,OK
6.4,8.84,72.37,6.19,73.13,0.0,0.0,14.49,NOT_ABLE_TO_WATER
75.62,10.53,81.09,5.1,91.34,88151.95,2.78,73.76,LOW_TEMP_ALERT
27.77,26.47,50.92,23.21,39.32,157285.8,4.75,32.83,WATER
96.49,18.15,88.49,19.71,96.32,157285.8,5.97,89.57,OK
35.43,13.02,65.87,9.93,62.65,113036.94,3.81,43.47,WATER
92.08,22.1,66.59,26.51,64.53,0.0,0.0,13.23,FUNGI_ALERT_EXCESS_WATER
43.07,21.99,85.01,20.11,89.33,0.0,0.0,44.53,OK
61.45,44.2,83.44,43.28,99.46,20112.71,0.28,74.96,NOT_ABLE_TO_VENTILATE
15.54,30.42,76.89,29.47,89.6,157285.8,6.75,48.19,WATER
94.79,24.1,76.0,18.84,67.02,17423.48,1.01,43.54,FUNGI_ALERT_EXCESS_WATER
47.24,18.53,55.77,19.58,56.0,0.0,0.0,36.87,OK
66.23,33.88,31.62,34.78,36.47,157285.8,4.83,63.78,OK
93.81,42.51,39.41,43.78,39.38,41061.02,1.16,93.09,NOT_ABLE_TO_VENTILATE
39.21,33.31,39.31,31.21,41.79,15531.38,0.42,24.04,NOT_ABLE_TO_WATER
78.91,28.78,51.15,23.01,56.35,0.0,0.0,82.22,OK
69.91,27.47,30.17,28.04,29.67,97935.04,3.23,65.07,OK
19.59,36.33,87.16,35.09,99.06,0.0,0.0,21.2,NOT_ABLE_TO_WATER
55.28,38.91,79.43,36.64,80.23,0.0,0.0,51.45,NOT_ABLE_TO_VENTILATE
35.38,5.71,59.84,2.16,67.63,157285.8,5.99,75.22,WATER
70.1,19.01,67.51,18.72,78.86,28464.44,0.72,69.27,OK
7.01,19.3,33.21,19.88,29.09,0.0,0.0,10.28,NOT_ABLE_TO_WATER
87.49,12.4,78.6,13.25,86.91,0.0,0.0,93.4,LOW_TEMP_ALERT
43.22,19.91,82.38,18.44,88.15,46686.29,1.79,41.53,OK
4.75,42.95,73.3,40.8,73.72,2997.45,0.1,54.39,NOT_ABLE_TO_WATER
40.16,6.62,85.5,1.95,100.0,157285.8,5.24,42.62,LOW_TEMP_ALERT
58.58,29.72,84.78,26.68,87.55,0.0,0.0,56.39,OK
59.26,11.94,69.9,7.75,80.58,45653.85,1.86,64.97,LOW_TEMP_ALERT
20.17,39.22,37.23,37.72,41.51,0.0,0.0,9.8,NOT_ABLE_TO_WATER
44.31,31.82,54.37,30.09,49.38,23599.65,1.22,45.7,OK
69.59,43.78,21.2,41.58,26.74,157285.8,5.31,49.63,EXCESS_WATER
71.43,11.83,88.3,9.53,87.24,7801.05,0.09,74.61,LOW_TEMP_ALERT
95.57,10.01,63.34,8.59,70.5,157285.8,4.99,91.0,LOW_TEMP_ALERT
97.39,27.16,68.42,26.16,83.17,0.0,0.0,92.35,OK
69.85,41.35,89.19,38.15,89.83,157285.8,4.97,23.66,FUNGI_ALERT_EXCESS_WATER
35.57,39.67,79.36,37.11,72.68,157285.8,5.34,30.83,WATER
11.19,24.66,58.05,20.41,63.59,157285.8,5.58,47.09,WATER
21.92,23.6,38.69,25.04,35.59,685.65,0.67,26.37,NOT_ABLE_TO_WATER
18.91,13.02,61.44,7.33,65.81,157285.8,6.63,21.92,WATER
61.24,12.52,40.8,12.1,61.99,46590.85,1.47,55.78,LOW_TEMP_ALERT
43.33,34.71,18.55,36.02,12.57,0.0,0.0,45.74,NOT_ABLE_TO_VENTILATE
68.21,24.33,66.73,26.89,68.12,5750.87,0.0,58.33,LOW_LIGHT
49.38,26.72,53.01,24.9,63.4,39992.9,1.71,22.42,EXCESS_WATER
80.79,10.68,30.4,9.17,41.81,0.0,0.0,18.19,FUNGI_ALERT_EXCESS_WATER
50.77,11.37,16.31,10.7,33.5,157285.8,4.79,50.13,LOW_TEMP_ALERT
91.25,25.33,75.98,22.77,74.87,157285.8,4.84,87.37,OK
24.13,31.85,28.6,29.26,41.4,75085.36,2.13,28.43,WATER
17.58,26.06,77.18,20.13,83.93,2903.82,0.0,22.23,NOT_ABLE_TO_WATER
25.0,16.51,53.49,15.86,53.67,0.0,0.0,22.87,NOT_ABLE_TO_WATER
67.23,34.99,21.82,30.81,20.9,0.0,0.0,43.44,FUNGI_ALERT_EXCESS_WATER
100.0,6.01,45.64,4.1,45.58,157285.8,5.73,90.56,LOW_TEMP_ALERT
43.45,12.78,59.6,8.38,65.54,0.0,0.0,51.24,LOW_TEMP_ALERT
2.24,31.58,41.71,32.0,55.21,4844.41,0.0,11.7,NOT_ABLE_TO_WATER
59.32,17.16,21.61,14.22,13.23,0.0,0.0,19.0,FUNGI_ALERT_EXCESS_WATER
47.43,24.45,80.95,23.53,76.26,157285.8,5.6,54.88,OK
27.8,34.92,69.84,33.38,72.17,0.0,0.0,10.61,NOT_ABLE_TO_WATER
36.98,13.26,29.87,14.21,36.16,0.0,0.0,40.5,NOT_ABLE_TO_WATER
86.85,40.34,91.15,41.56,100.0,15741.23,0.67,80.79,NOT_ABLE_TO_VENTILATE
62.3,6.83,27.94,2.62,21.64,157285.8,5.74,56.54,LOW_TEMP_ALERT
2.37,25.64,80.69,24.1,81.99,157285.8,5.81,16.39,WATER
38.26,6.84,17.75,5.36,28.95,50939.43,1.54,63.29,NOT_ABLE_TO_WATER
87.73,9.82,40.21,7.59,41.09,21292.2,1.1,35.13,EXCESS_WATER
86.33,30.68,52.37,26.07,59.17,157285.8,5.52,40.83,EXCESS_WATER
44.42,26.19,29.04,22.82,38.83,2297.55,0.35,47.74,LOW_LIGHT
0.81,5.97,71.94,2.39,80.16,273.57,0.0,83.78,NOT_ABLE_TO_WATER
50.57,29.28,20.82,25.85,46.85,0.0,0.0,76.36,NOT_ABLE_TO_WATER
46.13,44.9,45.47,39.02,36.6,0.0,0.0,47.41,NOT_ABLE_TO_VENTILATE
82.92,30.56,76.08,28.68,88.36,5960.13,0.28,61.82,FUNGI_ALERT_EXCESS_WATER
96.57,20.66,70.43,20.08,72.67,1213.49,0.12,83.87,LOW_LIGHT
27.58,14.44,87.02,14.23,90.32,22320.18,1.26,70.18,NOT_ABLE_TO_WATER
40.62,38.86,64.69,33.68,57.11,0.0,0.0,18.1,FUNGI_ALERT_EXCESS_WATER
54.75,16.73,86.08,15.67,93.3,0.0,0.0,51.38,OK
83.05,31.65,67.65,31.4,68.81,157285.8,5.39,79.84,OK
62.52,36.37,44.92,26.08,42.94,0.0,0.0,66.6,OK
54.5,13.69,69.83,12.02,59.5,0.0,0.0,53.38,LOW_TEMP_ALERT
29.48,32.83,26.47,29.36,40.35,4952.5,0.33,22.33,NOT_ABLE_TO_WATER
68.56,28.23,91.24,25.73,100.0,0.0,0.0,62.03,OK
56.79,20.82,44.19,22.63,60.63,157285.8,5.87,59.28,OK
83.99,18.82,64.64,15.65,71.1,0.0,0.0,85.23,OK
50.51,13.7,34.79,14.4,42.65,157285.8,3.8,61.11,LOW_TEMP_ALERT
76.97,23.37,77.29,20.28,98.85,0.0,0.0,77.41,OK
15.09,38.65,78.34,36.17,80.24,157285.8,5.35,13.57,WATER
26.04,23.25,74.79,20.77,77.11,47430.41,1.77,13.68,NOT_ABLE_TO_WATER
65.67,17.96,79.14,16.68,94.14,78157.49,1.92,67.98,OK
47.94,10.84,30.13,9.18,42.34,31610.85,0.83,51.06,LOW_TEMP_ALERT
68.16,43.6,35.32,42.73,42.16,157285.8,5.48,69.52,VENTILATE
56.36,17.33,20.67,14.62,17.79,0.0,0.0,56.54,LOW_TEMP_ALERT
5.33,5.91,92.24,4.98,98.15,0.0,0.0,26.33,NOT_ABLE_TO_WATER
44.81,13.6,67.53,10.61,85.5,157285.8,5.43,51.73,LOW_TEMP_ALERT
23.92,25.22,80.9,23.51,90.87,139450.52,6.12,23.37,WATER
74.57,38.95,36.94,nan,36.76,157285.8,4.87,73.5,INSUFFICIENT_DATA
69.44,34.65,21.48,32.01,33.04,35516.63,1.23,62.13,OK
95.52,26.82,83.14,26.11,88.0,157285.8,0.13,11.33,FUNGI_ALERT_EXCESS_WATER
77.48,27.81,24.0,26.08,43.37,0.0,0.0,85.28,OK
65.32,9.4,87.1,5.66,100.0,2814.34,0.5,62.11,LOW_TEMP_ALERT
28.06,27.47,77.05,27.97,83.76,112185.7,5.13,29.41,WATER
99.4,23.18,68.97,22.34,63.6,0.0,0.0,49.19,FUNGI_ALERT_EXCESS_WATER
18.49,30.81,17.48,32.25,23.16,0.0,0.0,23.24,NOT_ABLE_TO_WATER
68.73,25.82,59.06,24.7,57.63,0.0,0.0,73.33,OK
56.74,29.55,41.74,29.38,50.65,157285.8,4.86,58.35,OK
63.9,24.56,nan,23.64,69.35,0.0,0.0,69.04,INSUFFICIENT_DATA
78.05,27.36,56.2,24.94,67.85,101499.86,3.81,74.57,OK
42.38,10.26,60.82,6.53,88.85,103781.5,2.79,43.68,LOW_TEMP_ALERT
40.84,37.51,22.32,34.59,10.1,38558.1,0.82,32.32,OK
60.08,13.92,84.66,11.8,93.42,0.0,0.0,12.97,FUNGI_ALERT_EXCESS_WATER
18.35,17.67,67.35,14.07,80.25,157285.8,6.53,11.34,WATER
71.27,28.46,39.08,25.17,45.8,157285.8,5.51,70.53,OK
38.94,37.59,18.53,37.61,25.32,147431.68,5.02,32.68,WATER
85.65,33.89,78.81,31.23,81.45,101554.32,3.36,87.4,OK
21.64,21.69,69.19,19.51,90.4,157285.8,4.89,31.79,WATER
52.77,33.02,70.48,30.08,64.81,157285.8,5.84,21.53,FUNGI_ALERT_EXCESS_WATER
75.33,8.35,85.07,9.53,87.19,56147.51,1.95,11.31,FUNGI_ALERT_EXCESS_WATER
83.53,14.46,63.27,14.32,66.86,648.32,0.69,79.59,LOW_TEMP_ALERT
42.41,10.06,87.79,6.92,83.54,157285.8,3.76,32.15,LOW_TEMP_ALERT
90.88,38.67,35.81,38.55,40.4,0.0,0.0,91.87,NOT_ABLE_TO_VENTILATE
60.34,10.53,62.79,7.29,57.08,157285.8,6.51,59.99,LOW_TEMP_ALERT
39.65,27.9,73.3,26.2,77.39,56296.75,2.1,22.15,WATER
60.33,33.32,61.93,30.46,67.45,0.0,0.0,60.26,OK
43.78,41.69,84.56,41.63,89.32,0.0,0.0,47.19,NOT_ABLE_TO_VENTILATE
79.26,29.8,42.74,32.56,55.48,0.0,0.0,86.85,OK
24.38,23.34,24.41,21.13,30.59,6690.63,0.31,28.01,NOT_ABLE_TO_WATER
75.28,13.83,22.33,10.0,17.84,0.0,0.0,74.02,LOW_TEMP_ALERT
2.07,12.61,16.22,11.07,13.48,157285.8,5.65,34.82,WATER
72.11,35.68,93.73,37.77,100.0,157285.8,3.66,11.19,FUNGI_ALERT_EXCESS_WATER
78.82,37.79,47.48,34.88,41.89,0.0,0.0,83.7,OK
80.63,29.8,37.31,25.36,39.58,3045.86,0.5,80.49,LOW_LIGHT
32.01,27.64,35.78,25.1,44.59,0.0,0.0,20.82,NOT_ABLE_TO_WATER
95.74,21.56,62.26,20.58,76.62,157285.8,7.2,87.32,OK
74.35,11.66,35.65,11.04,38.63,157285.8,5.43,68.6,LOW_TEMP_ALERT
100.0,11.59,77.83,11.49,94.18,0.0,0.0,94.49,LOW_TEMP_ALERT
2.52,32.53,78.47,32.56,74.01,0.0,0.0,28.01,NOT_ABLE_TO_WATER
58.87,10.11,77.29,8.75,80.86,7842.27,0.29,67.1,LOW_TEMP_ALERT
63.14,24.36,80.65,16.3,91.46,157285.8,4.63,67.15,OK
11.22,10.71,23.73,8.93,24.36,157285.8,4.35,16.1,WATER
72.7,7.73,86.43,7.0,81.27,157285.8,6.27,78.42,LOW_TEMP_ALERT
6.67,27.23,67.15,26.29,77.06,39204.85,1.78,12.98,NOT_ABLE_TO_WATER
47.2,5.33,30.76,2.09,32.26,0.0,0.0,44.63,LOW_TEMP_ALERT
9.55,33.41,72.64,33.25,83.67,6417.56,0.09,16.86,NOT_ABLE_TO_WATER
91.85,27.81,84.58,27.7,95.61,157285.8,4.51,34.37,FUNGI_ALERT_EXCESS_WATER
90.35,31.84,47.27,32.54,60.71,0.0,0.0,90.88,OK
86.43,22.51,88.53,25.53,80.98,157285.8,4.81,85.82,OK
29.92,25.45,63.23,25.2,61.4,0.0,0.0,44.11,NOT_ABLE_TO_WATER
38.92,33.39,86.75,32.81,80.56,522.56,0.6,39.36,NOT_ABLE_TO_WATER
86.7,42.72,76.66,39.78,85.67,109802.34,3.51,83.46,VENTILATE
34.94,30.51,74.12,32.49,87.41,8294.8,0.88,39.34,NOT_ABLE_TO_WATER
3.33,30.5,34.51,30.5,36.41,0.0,0.0,35.41,NOT_ABLE_TO_WATER
67.5,21.43,35.58,17.88,46.52,5915.4,0.06,68.18,LOW_LIGHT
27.25,21.13,54.6,20.42,64.0,47019.59,1.54,28.55,NOT_ABLE_TO_WATER
55.35,37.17,71.51,nan,89.57,7400.82,0.47,48.82,INSUFFICIENT_DATA
71.74,7.85,49.95,5.49,61.66,0.0,0.0,79.45,LOW_TEMP_ALERT
34.28,14.99,43.84,12.03,45.14,0.0,0.0,32.49,NOT_ABLE_TO_WATER
20.75,21.56,52.33,17.96,66.95,157285.8,5.47,21.67,WATER
15.6,19.36,93.39,17.55,100.0,0.0,0.0,21.44,NOT_ABLE_TO_WATER
15.58,16.92,61.03,16.36,61.3,0.0,0.0,13.54,NOT_ABLE_TO_WATER
74.87,18.7,90.23,18.46,85.89,157285.8,5.29,70.28,OK
19.8,33.22,25.42,29.81,39.25,157285.8,nan,20.67,INSUFFICIENT_DATA
39.37,7.9,79.92,6.05,89.53,157285.8,4.88,76.32,WATER
50.2,10.86,39.05,7.38,53.51,157285.8,7.18,47.74,LOW_TEMP_ALERT
86.23,24.45,55.16,25.66,47.64,0.0,0.0,93.23,OK
92.15,10.24,46.04,7.39,49.32,42546.92,1.4,91.09,LOW_TEMP_ALERT
64.12,41.06,91.54,43.7,85.76,0.0,0.0,61.7,NOT_ABLE_TO_VENTILATE
43.88,29.91,49.53,29.03,43.29,157285.8,5.01,82.44,WATER
40.26,25.61,72.6,23.87,72.8,0.0,0.0,43.28,OK
27.22,40.87,68.56,39.75,61.56,130748.09,4.13,25.88,WATER
34.75,20.96,46.64,21.71,58.23,75850.18,2.01,33.6,WATER
66.14,36.1,86.06,37.26,76.02,0.0,0.0,58.68,NOT_ABLE_TO_VENTILATE
37.27,14.84,90.4,9.83,96.76,22323.34,1.24,38.38,NOT_ABLE_TO_WATER
76.64,25.99,34.08,24.82,41.37,0.0,0.0,76.59,OK
22.38,17.98,68.04,17.05,65.65,299.83,0.13,25.73,NOT_ABLE_TO_WATER
46.89,17.52,24.12,15.71,28.81,157285.8,4.34,26.22,EXCESS_WATER
2.2,19.74,94.91,18.53,99.1,119866.09,4.36,86.09,WATER
23.16,37.03,81.17,36.12,88.25,23448.55,0.83,81.04,NOT_ABLE_TO_WATER
58.1,34.01,43.28,33.11,54.24,8763.77,0.47,60.48,LOW_LIGHT
95.08,12.68,49.85,12.57,63.83,51209.44,1.99,91.7,LOW_TEMP_ALERT
89.49,8.35,23.42,8.64,20.68,34416.96,0.13,12.29,EXCESS_WATER
48.55,10.06,57.43,7.1,63.91,0.0,0.0,39.32,LOW_TEMP_ALERT
37.78,10.18,16.29,9.57,24.38,0.0,0.0,37.48,NOT_ABLE_TO_WATER
94.24,35.23,90.46,32.06,89.9,0.0,0.0,91.56,OK
11.31,37.49,67.8,31.53,74.27,157285.8,4.74,16.17,WATER
94.57,40.48,59.22,41.6,68.81,0.0,0.0,92.56,NOT_ABLE_TO_VENTILATE
89.69,26.42,21.25,24.69,22.29,0.0,0.0,83.77,OK
70.92,9.4,40.24,9.74,41.59,149278.22,5.26,77.68,LOW_TEMP_ALERT
55.11,37.47,89.44,34.4,90.78,157285.8,4.64,57.92,OK
71.31,11.12,74.07,7.49,73.1,0.0,0.0,72.9,LOW_TEMP_ALERT
29.26,8.06,64.82,3.99,75.25,0.0,0.0,27.7,NOT_ABLE_TO_WATER
18.37,35.15,27.01,33.55,25.42,157285.8,4.24,21.86,WATER
65.91,26.49,46.03,26.99,53.5,147272.46,4.94,77.7,OK
78.75,8.51,63.05,11.65,66.84,157285.8,5.73,77.12,LOW_TEMP_ALERT
22.83,34.07,45.04,31.82,53.61,120958.42,4.33,19.21,WATER
42.9,11.94,61.41,11.11,71.36,0.0,0.0,18.39,FUNGI_ALERT_EXCESS_WATER
43.01,42.51,65.26,42.99,67.02,0.0,0.0,42.95,NOT_ABLE_TO_VENTILATE
73.95,5.63,32.6,4.48,42.61,0.0,0.0,69.23,LOW_TEMP_ALERT
7.29,19.54,86.76,18.74,79.76,64896.45,2.06,17.05,WATER
34.35,42.57,45.16,38.64,48.72,157285.8,5.92,10.78,WATER
54.74,16.76,24.02,15.95,30.28,14340.26,0.74,48.19,OK
42.12,38.62,37.04,37.7,35.01,8798.79,0.88,26.64,EXCESS_WATER
86.82,43.04,24.26,41.24,44.62,129.5,0.36,90.06,HYDRIC_STRESS_ALERT
23.24,35.89,53.13,35.56,65.33,157285.8,5.86,12.7,WATER
68.37,19.17,46.29,17.4,58.67,157285.8,5.6,60.66,OK
50.5,38.33,90.87,39.07,100.0,157285.8,4.59,71.64,WATER
87.49,43.16,81.81,37.89,82.37,157285.8,6.02,42.99,FUNGI_ALERT_EXCESS_WATER
8.56,19.78,53.52,14.28,47.62,0.0,0.0,15.35,NOT_ABLE_TO_WATER
80.95,20.89,55.33,20.86,49.86,0.0,0.0,90.79,OK
39.9,36.68,87.09,35.35,96.54,157285.8,4.33,93.51,WATER
92.45,10.99,92.46,10.34,97.78,22371.68,1.27,93.0,LOW_TEMP_ALERT
18.27,23.61,68.23,24.51,82.59,0.0,0.0,16.42,NOT_ABLE_TO_WATER
72.52,43.0,84.8,40.5,90.75,2424.0,0.43,76.23,NOT_ABLE_TO_VENTILATE
11.11,25.33,53.19,28.75,50.44,33510.36,1.5,20.01,NOT_ABLE_TO_WATER
45.45,5.32,33.5,4.92,46.9,124422.7,3.45,36.46,LOW_TEMP_ALERT
33.79,26.0,48.06,27.33,60.29,0.0,0.0,30.89,NOT_ABLE_TO_WATER
37.67,6.53,62.95,6.91,67.54,157285.8,0.14,73.11,NOT_ABLE_TO_WATER
21.61,41.81,nan,38.47,42.49,24753.49,1.33,24.53,INSUFFICIENT_DATA
62.26,26.5,15.75,24.16,28.22,0.0,0.0,64.3,OK
9.93,43.95,72.87,44.6,81.07,0.0,0.0,63.31,NOT_ABLE_TO_WATER
65.71,16.94,63.27,16.59,79.52,76521.14,3.03,57.32,OK
36.94,31.39,94.11,27.5,100.0,0.0,0.0,33.24,NOT_ABLE_TO_WATER
23.72,7.43,90.74,5.74,91.78,157285.8,5.75,25.83,WATER
27.77,39.54,64.25,36.66,72.35,138001.16,4.44,33.04,WATER
84.84,25.97,94.55,24.36,100.0,6862.73,0.0,28.51,FUNGI_ALERT_EXCESS_WATER
74.68,18.66,69.15,19.5,73.58,157285.8,4.95,68.31,OK
17.47,8.86,70.25,10.78,75.2,0.0,0.0,16.09,NOT_ABLE_TO_WATER
26.21,23.28,23.07,19.31,27.4,2307.89,0.0,33.72,NOT_ABLE_TO_WATER
64.68,7.17,53.39,4.89,57.7,0.0,0.0,62.99,LOW_TEMP_ALERT
53.07,44.37,21.47,42.83,26.42,0.0,0.0,55.47,HYDRIC_STRESS_ALERT
47.12,8.7,57.29,11.4,64.68,4033.63,0.0,25.12,EXCESS_WATER
77.92,28.6,48.09,27.99,47.2,157285.8,5.11,73.43,OK
9.39,30.32,35.17,29.2,13.42,114977.54,2.98,54.99,WATER
12.35,30.58,76.33,28.55,78.78,0.0,0.0,86.91,NOT_ABLE_TO_WATER
87.34,7.0,38.66,3.26,45.73,0.0,0.0,84.66,LOW_TEMP_ALERT
68.97,9.03,nan,7.79,37.82,0.0,0.0,61.57,INSUFFICIENT_DATA
37.3,43.57,47.59,40.15,53.86,143102.9,4.44,40.42,WATER
42.18,33.38,27.43,33.5,25.73,157285.8,4.78,50.37,OK
19.27,15.52,54.09,16.33,56.83,0.0,0.0,13.44,NOT_ABLE_TO_WATER
90.65,24.67,43.91,21.01,38.08,0.0,0.0,84.32,OK
20.46,36.43,94.02,31.14,97.05,0.0,0.0,70.3,NOT_ABLE_TO_WATER
20.6,26.68,62.18,23.97,58.96,31625.77,0.66,21.92,NOT_ABLE_TO_WATER
64.67,6.17,82.75,7.1,89.11,157285.8,4.36,59.93,LOW_TEMP_ALERT
69.31,30.41,72.55,31.36,77.76,157285.8,5.34,79.98,OK
51.54,14.97,53.42,13.85,47.95,2077.86,0.07,54.17,LOW_TEMP_ALERT
26.65,26.14,82.22,25.82,70.29,116677.35,4.84,24.78,WATER
31.83,26.94,94.04,25.76,99.98,157285.8,6.07,32.06,WATER
77.05,13.42,74.42,16.15,79.94,157285.8,5.11,77.05,OK
nan,19.93,51.22,17.66,50.52,157285.8,4.82,61.88,INSUFFICIENT_DATA
27.91,9.49,48.88,8.39,52.46,157285.8,4.38,23.6,WATER
26.25,24.89,60.62,23.22,54.63,0.0,0.0,20.0,NOT_ABLE_TO_WATER
67.41,24.62,83.59,21.92,93.57,13814.88,0.12,68.48,OK
